Transaction_ID,Customer_ID,Product_Category,Product_Name,Quantity,Unit_Price,Total_Amount,Purchase_Date,Customer_City,Payment_Method,Customer_Age_Group,Is_Returned,Month,Month_Name,Quarter,Day_of_Week,Customer_Segment
TXN00327,CUST0162,Smartphones,Google Pixel 8,3,77624.31,232872.93,2024-07-11,Hyderabad,UPI,26-35,No,7,Jul,Q3,Thursday,Gold
TXN00328,CUST0294,Laptops,Acer Aspire 7,2,63386.26,126772.52,2024-05-13,Bangalore,UPI,26-35,No,5,May,Q2,Monday,Gold
TXN00329,CUST0080,Smart Watches,boAt Wave Sigma,1,1428.67,1428.67,2024-11-08,Delhi,Credit Card,26-35,No,11,Nov,Q4,Friday,Silver
TXN00330,CUST0295,Tablets,"iPad Pro 12.9""",1,119186.46,119186.46,2024-11-29,Delhi,Net Banking,26-35,No,11,Nov,Q4,Friday,Gold
TXN00331,CUST0178,Audio & Headphones,Sony WH-1000XM5,1,30113.49,30113.49,2024-07-04,Ahmedabad,UPI,36-45,No,7,Jul,Q3,Thursday,Silver
TXN00332,CUST0133,Smart Watches,Apple Watch Series 9,1,43067.19,43067.19,2024-04-03,Mumbai,UPI,26-35,No,4,Apr,Q2,Wednesday,Silver
TXN00333,CUST0093,Laptops,MSI Modern 15,1,54701.01,54701.01,2024-09-09,Kolkata,UPI,36-45,No,9,Sep,Q3,Monday,Silver
TXN00334,CUST0005,Audio & Headphones,Noise Buds VS104,2,950.42,1900.84,2024-03-29,Pune,Credit Card,26-35,No,3,Mar,Q1,Friday,Bronze
TXN00335,CUST0084,Tablets,Realme Pad 2,2,17281.85,34563.7,2024-01-31,Mumbai,UPI,26-35,No,1,Jan,Q1,Wednesday,Silver
TXN00336,CUST0311,Laptops,ASUS VivoBook 16,1,41926.71,41926.71,2024-04-09,Bangalore,Debit Card,36-45,No,4,Apr,Q2,Tuesday,Silver
TXN00337,CUST0238,Smart Watches,Titan Smart Pro,1,6262.71,6262.71,2024-09-30,Mumbai,Credit Card,26-35,No,9,Sep,Q3,Monday,Silver
TXN00338,CUST0364,Audio & Headphones,Apple AirPods Pro 2,1,23223.18,23223.18,2024-05-12,Delhi,Debit Card,46-55,No,5,May,Q2,Sunday,Silver
TXN00339,CUST0339,Audio & Headphones,OnePlus Buds Pro 2,1,9861.4,9861.4,2024-05-05,Mumbai,Debit Card,26-35,No,5,May,Q2,Sunday,Gold
TXN00340,CUST0043,Accessories,SanDisk 256GB Pen Drive,1,1812.94,1812.94,2024-02-23,Bangalore,Debit Card,26-35,No,2,Feb,Q1,Friday,Silver
TXN00341,CUST0340,Smart Watches,Titan Smart Pro,1,6120.4,6120.4,2024-06-19,Kolkata,UPI,46-55,Yes,6,Jun,Q2,Wednesday,Silver
TXN00342,CUST0324,Audio & Headphones,Bose QuietComfort 45,1,34393.31,34393.31,2024-11-01,Mumbai,Credit Card,26-35,No,11,Nov,Q4,Friday,Bronze
TXN00343,CUST0156,Laptops,Lenovo IdeaPad Slim 5,1,50339.11,50339.11,2024-01-06,Bangalore,UPI,26-35,No,1,Jan,Q1,Saturday,Bronze
TXN00344,CUST0150,Smart Watches,Titan Smart Pro,1,6428.01,6428.01,2024-09-18,Mumbai,Credit Card,46-55,No,9,Sep,Q3,Wednesday,Bronze
TXN00345,CUST0265,Smartphones,Google Pixel 8,1,79992.62,79992.62,2024-11-04,Mumbai,Credit Card,26-35,No,11,Nov,Q4,Monday,Gold
TXN00346,CUST0234,Tablets,Amazon Fire HD 10,1,14250.25,14250.25,2024-09-25,Mumbai,UPI,18-25,No,9,Sep,Q3,Wednesday,Gold
TXN00347,CUST0005,Audio & Headphones,Bose QuietComfort 45,1,34407.59,34407.59,2024-04-26,Mumbai,Credit Card,26-35,No,4,Apr,Q2,Friday,Bronze
TXN00348,CUST0075,Accessories,SanDisk 256GB Pen Drive,1,1855.69,1855.69,2024-01-29,Mumbai,Debit Card,18-25,No,1,Jan,Q1,Monday,Gold
TXN00349,CUST0227,Tablets,"iPad Pro 12.9""",2,106071.11,212142.22,2024-05-03,Delhi,Debit Card,18-25,No,5,May,Q2,Friday,Gold
TXN00350,CUST0022,Smartphones,Google Pixel 8,1,78205.31,78205.31,2024-10-31,Delhi,Credit Card,26-35,No,10,Oct,Q4,Thursday,Silver
TXN00351,CUST0142,Smartphones,Xiaomi 14,1,64542.36,64542.36,2024-09-13,Bangalore,UPI,36-45,No,9,Sep,Q3,Friday,Gold
TXN00352,CUST0317,Smart Watches,Garmin Venu 3,1,39175.97,39175.97,2024-06-11,Mumbai,UPI,26-35,No,6,Jun,Q2,Tuesday,Silver
TXN00353,CUST0388,Audio & Headphones,Apple AirPods Pro 2,1,23409.3,23409.3,2024-06-15,Lucknow,Debit Card,26-35,No,6,Jun,Q2,Saturday,Silver
TXN00354,CUST0098,Smartphones,iPhone 15 Pro,1,134582.76,134582.76,2024-09-07,Delhi,Debit Card,46-55,No,9,Sep,Q3,Saturday,Gold
TXN00355,CUST0188,Tablets,Lenovo Tab P12,1,32584.78,32584.78,2024-07-28,Delhi,UPI,46-55,No,7,Jul,Q3,Sunday,Silver
TXN00356,CUST0098,Laptops,Lenovo IdeaPad Slim 5,1,46621.96,46621.96,2024-08-23,Jaipur,Debit Card,26-35,No,8,Aug,Q3,Friday,Gold
TXN00357,CUST0055,Smartphones,Samsung Galaxy S24,2,74159.42,148318.84,2024-08-08,Mumbai,UPI,36-45,No,8,Aug,Q3,Thursday,Gold
TXN00358,CUST0107,Smart Watches,boAt Wave Sigma,1,1390.85,1390.85,2024-10-07,Pune,UPI,36-45,No,10,Oct,Q4,Monday,Bronze
TXN00359,CUST0271,Smart Watches,Amazfit GTR 4,2,13668.76,27337.52,2024-01-21,Mumbai,Credit Card,55+,No,1,Jan,Q1,Sunday,Bronze
TXN00360,CUST0092,Smart Watches,Amazfit GTR 4,1,12353.13,12353.13,2024-09-04,Delhi,Credit Card,36-45,No,9,Sep,Q3,Wednesday,Gold
TXN00361,CUST0173,Smart Watches,Amazfit GTR 4,1,13795.21,13795.21,2024-10-07,Delhi,Credit Card,46-55,No,10,Oct,Q4,Monday,Silver
TXN00362,CUST0124,Accessories,TP-Link AX1800 Router,1,4435.9,4435.9,2024-09-06,Kolkata,UPI,26-35,Yes,9,Sep,Q3,Friday,Gold
TXN00363,CUST0070,Laptops,MSI Modern 15,1,48760.74,48760.74,2024-12-30,Delhi,UPI,46-55,No,12,Dec,Q4,Monday,Silver
TXN00364,CUST0049,Tablets,Realme Pad 2,1,19205.98,19205.98,2024-01-19,Chennai,Credit Card,36-45,No,1,Jan,Q1,Friday,Silver
TXN00365,CUST0167,Tablets,Samsung Galaxy Tab S9,1,73822.28,73822.28,2024-11-11,Delhi,UPI,36-45,No,11,Nov,Q4,Monday,Silver
TXN00366,CUST0395,Audio & Headphones,Sennheiser Momentum 4,2,32400.02,64800.04,2024-06-10,Bangalore,Debit Card,18-25,No,6,Jun,Q2,Monday,Bronze
TXN00367,CUST0164,Smart Watches,Apple Watch Series 9,1,42797.58,42797.58,2024-08-28,Mumbai,Credit Card,18-25,No,8,Aug,Q3,Wednesday,Silver
TXN00368,CUST0202,Laptops,HP Envy x360,1,93639.86,93639.86,2024-03-16,Mumbai,Credit Card,26-35,No,3,Mar,Q1,Saturday,Gold
TXN00369,CUST0250,Laptops,MSI Modern 15,1,55320.99,55320.99,2024-07-05,Mumbai,Credit Card,26-35,No,7,Jul,Q3,Friday,Gold
TXN00370,CUST0217,Smartphones,Google Pixel 8,2,73851.71,147703.42,2024-06-22,Mumbai,Debit Card,36-45,No,6,Jun,Q2,Saturday,Gold
TXN00371,CUST0351,Laptops,HP Envy x360,1,91772.8,91772.8,2024-06-26,Ahmedabad,UPI,18-25,Yes,6,Jun,Q2,Wednesday,Gold
TXN00372,CUST0012,Accessories,Mi 10000mAh Power Bank,1,1197.93,1197.93,2024-06-09,Mumbai,Credit Card,36-45,No,6,Jun,Q2,Sunday,Bronze
TXN00373,CUST0270,Audio & Headphones,Bose QuietComfort 45,1,32988.45,32988.45,2024-01-22,Bangalore,Net Banking,36-45,No,1,Jan,Q1,Monday,Silver
TXN00374,CUST0185,Smart Watches,Apple Watch Series 9,1,38994.47,38994.47,2024-11-28,Hyderabad,Net Banking,26-35,No,11,Nov,Q4,Thursday,Gold
TXN00375,CUST0102,Accessories,Belkin MagSafe Case,1,4257.41,4257.41,2024-08-14,Chennai,UPI,26-35,No,8,Aug,Q3,Wednesday,Silver
TXN00376,CUST0155,Laptops,MSI Modern 15,1,55071.39,55071.39,2024-04-28,Hyderabad,UPI,36-45,No,4,Apr,Q2,Sunday,Gold
TXN00377,CUST0202,Accessories,Anker 65W GaN Charger,2,2676.58,5353.16,2024-10-07,Delhi,UPI,36-45,No,10,Oct,Q4,Monday,Gold
TXN00378,CUST0230,Smartphones,Xiaomi 14,1,60698.81,60698.81,2024-08-29,Delhi,Credit Card,46-55,No,8,Aug,Q3,Thursday,Silver
TXN00379,CUST0290,Laptops,HP Pavilion 15,2,54383.58,108767.16,2024-12-11,Pune,Debit Card,18-25,No,12,Dec,Q4,Wednesday,Silver
TXN00380,CUST0227,Accessories,Anker 65W GaN Charger,2,2605.13,5210.26,2024-10-31,Bangalore,Credit Card,18-25,No,10,Oct,Q4,Thursday,Gold
TXN00381,CUST0119,Smartphones,iPhone 15 Pro,1,140564.67,140564.67,2024-09-17,Delhi,Credit Card,36-45,No,9,Sep,Q3,Tuesday,Silver
TXN00382,CUST0071,Tablets,Nokia T21,1,16541.74,16541.74,2024-03-23,Kolkata,Credit Card,46-55,Yes,3,Mar,Q1,Saturday,Gold
TXN00383,CUST0316,Smartphones,Xiaomi 14,1,62473.61,62473.61,2024-08-10,Ahmedabad,Cash on Delivery,26-35,No,8,Aug,Q3,Saturday,Silver
TXN00384,CUST0275,Smart Watches,Amazfit GTR 4,1,13456.98,13456.98,2024-08-23,Ahmedabad,Credit Card,26-35,No,8,Aug,Q3,Friday,Bronze
TXN00385,CUST0265,Smartphones,Xiaomi 14,1,60178.54,60178.54,2024-11-04,Pune,Credit Card,46-55,No,11,Nov,Q4,Monday,Gold
TXN00386,CUST0073,Laptops,HP Pavilion 15,1,54316.68,54316.68,2024-07-31,Mumbai,Credit Card,18-25,No,7,Jul,Q3,Wednesday,Bronze
TXN00387,CUST0365,Accessories,Logitech MX Keys Mini,1,8349.66,8349.66,2024-12-05,Mumbai,Credit Card,36-45,No,12,Dec,Q4,Thursday,Bronze
TXN00388,CUST0363,Smartphones,Samsung Galaxy S24,1,74766.31,74766.31,2024-06-30,Hyderabad,UPI,26-35,No,6,Jun,Q2,Sunday,Gold
TXN00389,CUST0092,Smart Watches,Fitbit Charge 6,1,15156.17,15156.17,2024-11-05,Mumbai,Net Banking,55+,No,11,Nov,Q4,Tuesday,Gold
TXN00390,CUST_UNKNOWN,Smartphones,OnePlus 12,1,69787.44,69787.44,2024-11-26,Pune,UPI,26-35,No,11,Nov,Q4,Tuesday,Gold
TXN00391,CUST0143,Laptops,MSI Modern 15,1,52506.11,52506.11,2024-09-26,Mumbai,Net Banking,18-25,No,9,Sep,Q3,Thursday,Gold
TXN00392,CUST0026,Smartphones,iPhone 15 Pro,2,138504.45,277008.9,2024-02-26,Delhi,Net Banking,36-45,No,2,Feb,Q1,Monday,Gold
TXN00393,CUST0394,Audio & Headphones,Bose QuietComfort 45,1,34376.68,34376.68,2024-05-26,Bangalore,UPI,26-35,No,5,May,Q2,Sunday,Gold
TXN00394,CUST0108,Laptops,HP Pavilion 15,2,51672.86,103345.72,2024-10-17,Delhi,Credit Card,36-45,Yes,10,Oct,Q4,Thursday,Silver
TXN00395,CUST0320,Laptops,ASUS VivoBook 16,2,42497.14,84994.28,2024-06-18,Delhi,Credit Card,36-45,No,6,Jun,Q2,Tuesday,Silver
TXN00396,CUST0321,Smartphones,Xiaomi 14,3,62001.4,186004.2,2024-11-12,Mumbai,UPI,26-35,No,11,Nov,Q4,Tuesday,Gold
TXN00397,CUST0158,Laptops,Lenovo IdeaPad Slim 5,1,44245.84,44245.84,2024-05-26,Delhi,Debit Card,26-35,No,5,May,Q2,Sunday,Silver
TXN00398,CUST0246,Audio & Headphones,Sony WH-1000XM5,1,31583.27,31583.27,2024-12-10,Kolkata,Net Banking,36-45,No,12,Dec,Q4,Tuesday,Bronze
TXN00399,CUST0267,Audio & Headphones,boAt Rockerz 550,2,1987.0,3974.0,2024-05-26,Ahmedabad,UPI,26-35,No,5,May,Q2,Sunday,Bronze
TXN00400,CUST0193,Tablets,OnePlus Pad Go,1,18610.95,18610.95,2024-09-28,Kolkata,UPI,36-45,No,9,Sep,Q3,Saturday,Silver
TXN00401,CUST0191,Smart Watches,Fitbit Charge 6,1,15502.58,15502.58,2024-07-27,Mumbai,Net Banking,18-25,No,7,Jul,Q3,Saturday,Gold
TXN00402,CUST0098,Tablets,Samsung Galaxy Tab S9,1,72342.29,72342.29,2024-06-12,Bangalore,Credit Card,26-35,No,6,Jun,Q2,Wednesday,Gold
TXN00403,CUST0060,Smartphones,OnePlus 12,1,61932.99,61932.99,2024-01-03,Bangalore,Net Banking,18-25,No,1,Jan,Q1,Wednesday,Gold
TXN00404,CUST0103,Smartphones,Realme GT 6,2,36942.95,73885.9,2024-04-06,Hyderabad,UPI,18-25,No,4,Apr,Q2,Saturday,Gold
TXN00405,CUST0282,Smartphones,iPhone 15 Pro,1,144791.91,144791.91,2024-06-03,Mumbai,Credit Card,26-35,No,6,Jun,Q2,Monday,Gold
TXN00406,CUST0026,Audio & Headphones,boAt Rockerz 550,1,2011.98,2011.98,2024-02-24,Mumbai,Net Banking,36-45,No,2,Feb,Q1,Saturday,Gold
TXN00407,CUST0344,Tablets,Nokia T21,1,16296.75,16296.75,2024-11-15,Kolkata,Debit Card,36-45,No,11,Nov,Q4,Friday,Silver
TXN00408,CUST0241,Tablets,Nokia T21,1,14968.06,14968.06,2024-04-26,Hyderabad,Debit Card,46-55,No,4,Apr,Q2,Friday,Gold
TXN00409,CUST0244,Smart Watches,Fitbit Charge 6,2,15692.02,31384.04,2024-02-28,Bangalore,UPI,26-35,No,2,Feb,Q1,Wednesday,Gold
TXN00410,CUST0155,Audio & Headphones,Noise Buds VS104,2,1049.76,2099.52,2024-08-26,Delhi,Debit Card,26-35,Yes,8,Aug,Q3,Monday,Gold
TXN00411,CUST0291,Laptops,Acer Aspire 7,1,64824.68,64824.68,2024-11-10,Bangalore,Cash on Delivery,18-25,Yes,11,Nov,Q4,Sunday,Gold
TXN00412,CUST0228,Audio & Headphones,OnePlus Buds Pro 2,1,9381.98,9381.98,2024-03-29,Delhi,UPI,46-55,No,3,Mar,Q1,Friday,Gold
TXN00413,CUST_UNKNOWN,Laptops,HP Envy x360,1,92086.82,92086.82,2024-12-07,Delhi,UPI,18-25,No,12,Dec,Q4,Saturday,Gold
TXN00414,CUST0348,Laptops,HP Envy x360,1,85616.65,85616.65,2024-05-28,Delhi,Credit Card,26-35,No,5,May,Q2,Tuesday,Silver
TXN00415,CUST0028,Smartphones,Google Pixel 8,2,80226.21,160452.42,2024-01-01,Mumbai,Net Banking,26-35,No,1,Jan,Q1,Monday,Gold
TXN00416,CUST0109,Laptops,MSI Modern 15,1,54060.8,54060.8,2024-10-08,Bangalore,Credit Card,46-55,No,10,Oct,Q4,Tuesday,Gold
TXN00417,CUST0250,Smartphones,OnePlus 12,1,61195.54,61195.54,2024-10-07,Mumbai,Debit Card,46-55,No,10,Oct,Q4,Monday,Gold
TXN00418,CUST0197,Accessories,Seagate 1TB HDD,1,3568.0,3568.0,2024-06-18,Bangalore,Debit Card,46-55,No,6,Jun,Q2,Tuesday,Bronze
TXN00419,CUST0248,Audio & Headphones,Noise Buds VS104,1,1067.18,1067.18,2024-10-20,Mumbai,UPI,18-25,No,10,Oct,Q4,Sunday,Bronze
TXN00420,CUST0242,Accessories,Mi 10000mAh Power Bank,1,1291.71,1291.71,2024-09-30,Ahmedabad,UPI,26-35,No,9,Sep,Q3,Monday,Bronze
TXN00421,CUST0294,Audio & Headphones,boAt Rockerz 550,1,2010.21,2010.21,2024-10-28,Bangalore,Net Banking,26-35,No,10,Oct,Q4,Monday,Gold
TXN00422,CUST0087,Accessories,Mi 10000mAh Power Bank,1,1346.17,1346.17,2024-09-09,Mumbai,Credit Card,18-25,No,9,Sep,Q3,Monday,Silver
TXN00423,CUST0132,Smartphones,Samsung Galaxy S24,1,84497.44,84497.44,2024-01-08,Mumbai,UPI,18-25,No,1,Jan,Q1,Monday,Gold
TXN00424,CUST0017,Tablets,Realme Pad 2,1,18812.63,18812.63,2024-06-13,Delhi,Credit Card,18-25,No,6,Jun,Q2,Thursday,Silver
TXN00425,CUST0376,Accessories,Seagate 1TB HDD,1,3352.29,3352.29,2024-11-22,Hyderabad,UPI,18-25,No,11,Nov,Q4,Friday,Gold
TXN00426,CUST0362,Laptops,HP Envy x360,2,93543.53,187087.06,2024-07-03,Chennai,UPI,26-35,No,7,Jul,Q3,Wednesday,Gold
TXN00427,CUST0327,Laptops,Acer Aspire 7,1,73022.9,73022.9,2024-06-18,Mumbai,Net Banking,26-35,No,6,Jun,Q2,Tuesday,Silver
TXN00428,CUST0376,Tablets,Realme Pad 2,1,18443.48,18443.48,2024-10-11,Pune,Debit Card,55+,No,10,Oct,Q4,Friday,Gold
TXN00429,CUST0229,Smartphones,iPhone 15 Pro,1,142059.19,142059.19,2024-06-17,Mumbai,UPI,36-45,No,6,Jun,Q2,Monday,Silver
TXN00430,CUST0310,Audio & Headphones,JBL Tune 770NC,1,8575.55,8575.55,2024-03-07,Hyderabad,UPI,55+,No,3,Mar,Q1,Thursday,Gold
TXN00431,CUST0142,Smart Watches,boAt Wave Sigma,1,1449.73,1449.73,2024-11-05,Mumbai,Credit Card,26-35,No,11,Nov,Q4,Tuesday,Gold
TXN00432,CUST0136,Smartphones,iPhone 15 Pro,1,132370.33,132370.33,2024-03-30,Mumbai,Cash on Delivery,26-35,No,3,Mar,Q1,Saturday,Gold
TXN00433,CUST0053,Smartphones,Google Pixel 8,1,72574.62,72574.62,2024-01-18,Ahmedabad,Debit Card,18-25,No,1,Jan,Q1,Thursday,Gold
TXN00434,CUST0201,Smart Watches,Apple Watch Series 9,1,44802.12,44802.12,2024-09-10,Delhi,Debit Card,26-35,No,9,Sep,Q3,Tuesday,Bronze
TXN00435,CUST0247,Tablets,Samsung Galaxy Tab S9,1,73467.7,73467.7,2024-03-03,Jaipur,Debit Card,26-35,No,3,Mar,Q1,Sunday,Silver
TXN00436,CUST0390,Accessories,Belkin MagSafe Case,2,3912.85,7825.7,2024-11-05,Bangalore,Net Banking,26-35,No,11,Nov,Q4,Tuesday,Bronze
TXN00437,CUST0377,Smart Watches,Samsung Galaxy Watch 6,1,27563.24,27563.24,2024-04-04,Mumbai,Debit Card,26-35,No,4,Apr,Q2,Thursday,Bronze
TXN00438,CUST0009,Tablets,Realme Pad 2,3,17998.09,53994.27,2024-01-19,Kolkata,Cash on Delivery,18-25,No,1,Jan,Q1,Friday,Gold
TXN00439,CUST0120,Smart Watches,Titan Smart Pro,2,6421.42,12842.84,2024-12-13,Chennai,Debit Card,26-35,No,12,Dec,Q4,Friday,Bronze
TXN00440,CUST0050,Smartphones,OnePlus 12,1,59948.48,59948.48,2024-07-28,Ahmedabad,Debit Card,18-25,No,7,Jul,Q3,Sunday,Gold
TXN00441,CUST0378,Tablets,Xiaomi Pad 6,1,25111.71,25111.71,2024-10-13,Delhi,Net Banking,18-25,No,10,Oct,Q4,Sunday,Gold
TXN00442,CUST0213,Tablets,"iPad Pro 12.9""",1,114581.49,114581.49,2024-03-25,Mumbai,UPI,36-45,No,3,Mar,Q1,Monday,Gold
TXN00443,CUST0092,Tablets,Amazon Fire HD 10,1,15665.34,15665.34,2024-12-13,Bangalore,UPI,36-45,No,12,Dec,Q4,Friday,Gold
TXN00444,CUST0090,Laptops,HP Pavilion 15,1,52413.26,52413.26,2024-09-22,Chennai,Credit Card,55+,No,9,Sep,Q3,Sunday,Bronze
TXN00445,CUST0049,Tablets,OnePlus Pad Go,1,19739.13,19739.13,2024-09-25,Delhi,Cash on Delivery,26-35,No,9,Sep,Q3,Wednesday,Silver
TXN00446,CUST0243,Smartphones,iPhone 15 Pro,2,128289.23,256578.46,2024-08-13,Hyderabad,Cash on Delivery,26-35,No,8,Aug,Q3,Tuesday,Gold
TXN00447,CUST0015,Smartphones,OPPO Find X7,1,50980.27,50980.27,2024-08-08,Ahmedabad,UPI,36-45,No,8,Aug,Q3,Thursday,Gold
TXN00448,CUST0212,Smartphones,Vivo V30 Pro,1,43055.5,43055.5,2024-11-29,Delhi,UPI,26-35,No,11,Nov,Q4,Friday,Bronze
TXN00449,CUST0184,Smartphones,OPPO Find X7,1,52165.99,52165.99,2024-12-25,Bangalore,UPI,18-25,No,12,Dec,Q4,Wednesday,Silver
TXN00450,CUST0081,Tablets,Nokia T21,2,15789.67,31579.34,2024-11-10,Delhi,UPI,55+,No,11,Nov,Q4,Sunday,Bronze
TXN00451,CUST0008,Smartphones,OPPO Find X7,1,58186.29,58186.29,2024-10-27,Bangalore,Credit Card,36-45,No,10,Oct,Q4,Sunday,Silver
TXN00452,CUST0241,Audio & Headphones,Bose QuietComfort 45,2,34107.76,68215.52,2024-10-28,Bangalore,UPI,46-55,No,10,Oct,Q4,Monday,Gold
TXN00453,CUST0112,Smartphones,OPPO Find X7,1,52715.54,52715.54,2024-03-09,Mumbai,Debit Card,26-35,No,3,Mar,Q1,Saturday,Bronze
TXN00454,CUST0095,Smart Watches,Apple Watch Series 9,1,45093.92,45093.92,2024-11-10,Mumbai,Debit Card,46-55,No,11,Nov,Q4,Sunday,Gold
TXN00455,CUST0314,Accessories,TP-Link AX1800 Router,1,4521.26,4521.26,2024-08-29,Pune,Debit Card,46-55,No,8,Aug,Q3,Thursday,Bronze
TXN00456,CUST0188,Smartphones,Vivo V30 Pro,1,47792.38,47792.38,2024-06-23,Bangalore,Credit Card,36-45,No,6,Jun,Q2,Sunday,Silver
TXN00457,CUST0360,Laptops,Dell XPS 15,1,163814.36,163814.36,2024-04-15,Pune,Net Banking,26-35,No,4,Apr,Q2,Monday,Gold
TXN00458,CUST0241,Smartphones,Samsung Galaxy S24,1,78371.04,78371.04,2024-10-21,Chennai,Debit Card,36-45,No,10,Oct,Q4,Monday,Gold
TXN00459,CUST0092,Accessories,Belkin MagSafe Case,2,3799.6,7599.2,2024-05-21,Mumbai,Credit Card,36-45,No,5,May,Q2,Tuesday,Gold
TXN00460,CUST0178,Accessories,Anker 65W GaN Charger,3,2416.3,7248.9,2024-07-14,Chennai,UPI,18-25,No,7,Jul,Q3,Sunday,Silver
TXN00461,CUST0304,Tablets,OnePlus Pad Go,1,19716.43,19716.43,2024-10-09,Hyderabad,UPI,36-45,No,10,Oct,Q4,Wednesday,Gold
TXN00462,CUST0076,Laptops,ASUS VivoBook 16,1,41119.3,41119.3,2024-06-17,Delhi,Net Banking,36-45,No,6,Jun,Q2,Monday,Silver
TXN00463,CUST0226,Accessories,Logitech MX Keys Mini,1,8034.58,8034.58,2024-05-09,Lucknow,Credit Card,26-35,No,5,May,Q2,Thursday,Bronze
TXN00464,CUST0394,Laptops,HP Pavilion 15,1,55295.05,55295.05,2024-03-15,Mumbai,Cash on Delivery,26-35,No,3,Mar,Q1,Friday,Gold
TXN00465,CUST0294,Audio & Headphones,Sennheiser Momentum 4,1,34843.94,34843.94,2024-10-10,Ahmedabad,Cash on Delivery,26-35,No,10,Oct,Q4,Thursday,Gold
TXN00466,CUST0113,Laptops,MacBook Air M3,1,108271.16,108271.16,2024-07-24,Delhi,Credit Card,36-45,No,7,Jul,Q3,Wednesday,Gold
TXN00467,CUST0045,Accessories,Mi 10000mAh Power Bank,1,1235.76,1235.76,2024-12-25,Kolkata,Debit Card,26-35,No,12,Dec,Q4,Wednesday,Bronze
TXN00468,CUST0146,Smart Watches,Amazfit GTR 4,2,12266.78,24533.56,2024-06-14,Bangalore,UPI,26-35,No,6,Jun,Q2,Friday,Silver
TXN00469,CUST0218,Smart Watches,Amazfit GTR 4,1,13630.62,13630.62,2024-10-26,Kolkata,Cash on Delivery,18-25,No,10,Oct,Q4,Saturday,Gold
TXN00470,CUST0210,Accessories,TP-Link AX1800 Router,3,4186.67,12560.01,2024-10-02,Pune,UPI,36-45,No,10,Oct,Q4,Wednesday,Silver
TXN00471,CUST0300,Smartphones,Google Pixel 8,1,73438.91,73438.91,2024-05-28,Kolkata,UPI,18-25,No,5,May,Q2,Tuesday,Gold
TXN00472,CUST0353,Accessories,SanDisk 256GB Pen Drive,1,1690.82,1690.82,2024-10-04,Delhi,UPI,55+,No,10,Oct,Q4,Friday,Gold
TXN00473,CUST0356,Laptops,HP Envy x360,2,90943.26,181886.52,2024-11-17,Hyderabad,Credit Card,26-35,No,11,Nov,Q4,Sunday,Gold
TXN00474,CUST0215,Smartphones,OPPO Find X7,1,58328.13,58328.13,2024-10-01,Mumbai,UPI,36-45,No,10,Oct,Q4,Tuesday,Gold
TXN00475,CUST0162,Smartphones,OnePlus 12,1,67751.73,67751.73,2024-11-19,Mumbai,UPI,36-45,No,11,Nov,Q4,Tuesday,Gold
TXN00476,CUST0175,Audio & Headphones,Bose QuietComfort 45,1,29496.82,29496.82,2024-12-12,Bangalore,Credit Card,46-55,No,12,Dec,Q4,Thursday,Gold
TXN00477,CUST0009,Audio & Headphones,Apple AirPods Pro 2,2,24570.71,49141.42,2024-08-06,Mumbai,UPI,46-55,No,8,Aug,Q3,Tuesday,Gold
TXN00478,CUST0066,Smart Watches,Fitbit Charge 6,1,14212.35,14212.35,2024-11-26,Pune,UPI,18-25,No,11,Nov,Q4,Tuesday,Silver
TXN00479,CUST0056,Smart Watches,Samsung Galaxy Watch 6,2,25174.88,50349.76,2024-01-17,Pune,UPI,46-55,No,1,Jan,Q1,Wednesday,Bronze
TXN00480,CUST0103,Laptops,MacBook Air M3,2,119579.65,239159.3,2024-04-02,Ahmedabad,UPI,55+,Yes,4,Apr,Q2,Tuesday,Gold
TXN00481,CUST_UNKNOWN,Laptops,HP Pavilion 15,2,58124.16,116248.32,2024-02-21,Hyderabad,Credit Card,18-25,No,2,Feb,Q1,Wednesday,Gold
TXN00482,CUST0363,Accessories,Anker 65W GaN Charger,1,2688.36,2688.36,2024-08-04,Delhi,Credit Card,18-25,No,8,Aug,Q3,Sunday,Gold
TXN00483,CUST0064,Accessories,Seagate 1TB HDD,1,3339.04,3339.04,2024-08-01,Mumbai,Cash on Delivery,26-35,No,8,Aug,Q3,Thursday,Gold
TXN00484,CUST0228,Smartphones,OPPO Find X7,1,51617.42,51617.42,2024-04-23,Chennai,UPI,46-55,No,4,Apr,Q2,Tuesday,Gold
TXN00485,CUST0225,Tablets,OnePlus Pad Go,3,18972.8,56918.4,2024-08-22,Chennai,UPI,36-45,Yes,8,Aug,Q3,Thursday,Gold
TXN00486,CUST0207,Smart Watches,Garmin Venu 3,3,37213.22,111639.66,2024-03-04,Delhi,Credit Card,36-45,No,3,Mar,Q1,Monday,Gold
TXN00487,CUST0262,Smartphones,Google Pixel 8,1,74249.17,74249.17,2024-05-17,Jaipur,Cash on Delivery,26-35,No,5,May,Q2,Friday,Gold
TXN00488,CUST0092,Smartphones,Samsung Galaxy S24,2,83042.78,166085.56,2024-06-30,Chennai,UPI,18-25,No,6,Jun,Q2,Sunday,Gold
TXN00489,CUST0134,Smart Watches,Titan Smart Pro,1,6279.98,6279.98,2024-08-29,Hyderabad,Credit Card,36-45,Yes,8,Aug,Q3,Thursday,Gold
TXN00490,CUST0017,Accessories,Belkin MagSafe Case,1,3924.54,3924.54,2024-03-29,Bangalore,Credit Card,18-25,No,3,Mar,Q1,Friday,Silver
